ID,Model,Date Aquired,VIN or Serial,License,Assigned Location,Vehicle,Tag,Service Info
T53,Truck Mack CV713 QuadAxleDump (2007),8/6/2010,1M2AG11C07M046828,12319TB,div 2,Photos/Library/T53-P.jpg,Photos/Library/T53-T.jpg,N/A
T54,Truck Mack CTP713QuadAxleDump (2007),4/5/2012,1M2AT04C67M001698,16266TB,div 3,Photos/Library/T54-P.jpg,Photos/Library/T54-T.jpg,N/A
T60,Dump truck International 4300 (2017),5/26/2016,1HTMMMN8HH654696,33320TB,div 3,Photos/Library/T60-P.jpg,Photos/Library/T60-T.jpg,N/A
T61,Dump truck International 4300 (2017),5/26/2016,1HTMMMN8HH654697,33318TB,div 3,Photos/Library/T61-P.jpg,Photos/Library/T61-T.jpg,N/A
T62,Dump truck International 4300 (2017),5/26/2016,1HTMMMN8HH654698,33319TB,div 2,Photos/Library/T62-P.jpg,Photos/Library/T62-T.jpg,N/A
T63,Dump truck International 4300 (2017),5/26/2016,1HTMMMN8HH654699,33317TB,div 1,Photos/Library/T63-P.jpg,Photos/Library/T63-T.jpg,N/A
T102,BlowerTruck Sterling (2003),3/2/2004,2FZHATAK83AL70285,50-026TA,div 1,Photos/Library/T102-P.jpg,Photos/Library/T102-T.jpg,N/A
T104,BlowerTruck Mack (2007),10/27/2014,1M2AT13C17M002927,28464TB,div 1,Photos/Library/T104-P.jpg,Photos/Library/T104-T.jpg,N/A
T122,Toyota Tundra (2014 Jeff),5/22/2014,5TFDY5F15EX375131,WLR5940,div 1,Photos/Library/T122-P.jpg,Photos/Library/T122-T.jpg,N/A
T348,"Truck Pickup, Ford F-150 (2015 Robbie)",10/29/2015,1FTEW1EG8FFC90042,VJN9282,div 1,Photos/Library/T348-P.jpg,Photos/Library/T348-T.jpg,N/A
T1952,Antique Dump Truck,*,F5R2HM32758,L1023,div 2,Photos/Library/T1952-P.jpg,Photos/Library/T1952-T.jpg,N/A
G321,Grinder Morbark 4600XLT,10/28/2014,188-1135,*,div 8,Photos/Library/G321-P.jpg,Photos/Library/G321-T.jpg,N/A
L128,Loader JohnDeere 544K,9/24/2012,1DW544KZPBD641521,n/a,div 15,Photos/Library/L128-P.jpg,Photos/Library/L128-T.jpg,N/A
L129,Loader JohnDeere 724K,12/28/2012,1DW724KXCA0629473,n/a,div 8,Photos/Library/L129-P.jpg,Photos/Library/L129-T.jpg,N/A
P148,*,*,*,*,*,Photos/Library/P148-P.jpg,Photos/Library/P148-T.jpg,N/A
T223,"Truck Pickup, Ford F450 (2001)  Red",6/26/2007,1FDXF46S21EA98039,XNX4320,div 8,Photos/Library/T223-P.jpg,Photos/Library/T223-T.jpg,N/A
TRL217,TrailerTrailKing (2008),4/12/2012,1TKHA46208B113858,433862TL,div 8,Photos/Library/TRL217-P.jpg,Photos/Library/TRL217-T.jpg,N/A
TRL231,Trailer Peerless (1995),12/21/2015,1PLE04221SPH19928,679164TL,div 15,Photos/Library/TRL231-P.jpg,Photos/Library/TRL231-T.jpg,N/A
G116,Grinder Morbark 6400XL,5/13/2019,195-1010 ENGINE S/N BT400226  C32,*,div 5,Photos/Library/G116-P.jpg,Photos/Library/G116-T.jpg,N/A
E108,     Splitter,6/8/2004,*,n/a,div 5,Photos/Library/E108-P.jpg,Photos/Library/E108-T.jpg,N/A
E116,Excavator KomatsuHydraulicPC160LC-7EO,10/1/2007,10/29/1954,n/a,div 5,Photos/Library/E116-P.jpg,Photos/Library/E116-T.jpg,N/A
E117,Excavator JohnDeere 270C (used),5/1/2010,FF270CX702550,n/a,div 5,Photos/Library/E117-P.jpg,Photos/Library/E117-T.jpg,N/A
E118,Excavator JohnDeere 200LC (used),9/23/2013,FF0200X050267,n/a,div 5,Photos/Library/E118-P.jpg,Photos/Library/E118-T.jpg,N/A
E120,Excavator Volvo EC330BLC (2003),12/21/2015,330B10149,*,*,Photos/Library/E120-P.jpg,Photos/Library/E120-T.jpg,N/A
E380,Excavator Komatsu 290,2/26/2014,A25671,*,div 5,Photos/Library/E380-P.jpg,Photos/Library/E380-T.jpg,N/A
E384,Excavator Hitachi 350 LC,1/6/2017,1FFDDC70JDE930436,*,div 5,Photos/Library/E384-P.jpg,Photos/Library/E384-T.jpg,N/A
D127,"Bulldozer JohnDeere 850C,LongTrack",9/27/2011,T0850CX913914,n/a,div 5,Photos/Library/D127-P.jpg,Photos/Library/D127-T.jpg,N/A
L122,Loader JohnDeere 544J,5/1/2010,DW544JP612072,n/a,div 5,Photos/Library/L122-P.jpg,Photos/Library/L122-T.jpg,N/A
L125,Loader JohnDeere 624J w/scales,9/27/2011,DW624JZ621073,n/a,div 5,Photos/Library/L125-P.jpg,Photos/Library/L125-T.jpg,N/A
L131,Loader JohnDeere 624K,1/1/2015,1DW624KTEDE656907,n/a,div 5,Photos/Library/L131-P.jpg,Photos/Library/L131-T.jpg,N/A
L132,Farm Tractor (International),---,---,---,div 5,Photos/Library/L132-P.jpg,Photos/Library/L132-T.jpg,N/A
L133,Loader JohnDeere 624K,1/1/2015,1DW624K2JE1663010,n/a,div 5,Photos/Library/L133-P.jpg,Photos/Library/L133-T.jpg,N/A
L137,Loader JohnDeere 724K,1/6/2017,1DW724KZPDE655317,*,div 6,Photos/Library/L137-P.jpg,Photos/Library/L137-T.jpg,N/A
L138,Loader JohnDeere 724K,10/27/2017,1DW724KZTFF668483,*,div 5,Photos/Library/L138-P.jpg,Photos/Library/L138-T.jpg,N/A
L140,Loader JohnDeere 624J,7/30/2007,DW624JP599187,n/a,div 5,Photos/Library/L140-P.jpg,Photos/Library/L140-T.jpg,N/A
L141,Loader John Deere 624K,1/30/2018,1DW624KZKHF679226,*,div 5,Photos/Library/L141-P.jpg,Photos/Library/L141-T.jpg,N/A
L142,Loader John Deere 624K,2/28/2018,1DW624KTJJF685644,*,div 5,Photos/Library/L142-P.jpg,Photos/Library/L142-T.jpg,N/A
L143,Loader John Deere 624K (still a loner but we are purchasing),*,*,*,div 5,Photos/Library/L143-P.jpg,Photos/Library/L143-T.jpg,N/A
S142,Screener Erin 165 Finger,5/11/1999,2S91B33D1W1113006,n/a,div 5,Photos/Library/S142-P.jpg,Photos/Library/S142-T.jpg,N/A
S148,Screener CEC Tracked 5 x 12,5/31/2006,05326-50,n/a,div 5,Photos/Library/S148-P.jpg,Photos/Library/S148-T.jpg,N/A
S149,Screener Doppstadt SM720 Trommel,8/8/2007,W0962121772D07161,n/a,div 5,Photos/Library/S149-P.jpg,Photos/Library/S149-T.jpg,N/A
S150,Screener Neuenhauser 3F Super ,2/1/2016,W09NHM024FRN19254,n/a,div 5,Photos/Library/S150-P.jpg,Photos/Library/S150-T.jpg,N/A
S152,Screener Extec Sifter Screen,3/29/2017,3/24/1912,*,div 5,Photos/Library/S152-P.jpg,Photos/Library/S152-T.jpg,N/A
P146,Paint Machine SAHARA PRO,*,BU 1416,*,div 5,Photos/Library/P146-P.jpg,Photos/Library/P146-T.jpg,N/A
A-RR1,Root Rake. Rockland,*,*,*,div 5,Photos/Library/A-RR1-P.jpg,Photos/Library/A-RR1-T.jpg,N/A
A-SS1,Stump Shear H & H (fits 270 Deere),*,*,*,div 5,Photos/Library/A-SS1-P.jpg,Photos/Library/A-SS1-T.jpg,N/A
A-DSK1,Disk Athens 288,*,C10115,*,div 5,Photos/Library/A-DSK1-P.jpg,Photos/Library/A-DSK1-T.jpg,N/A
A-DSK2,Disk Athens ,*,1/13/5191,n/a,div 5,Photos/Library/A-DSK2-P.jpg,Photos/Library/A-DSK2-T.jpg,N/A
A-TB1,Bucket Rockland Tip for 724  10 yards,*,*,*,div 5,Photos/Library/A-TB1-P.jpg,Photos/Library/A-TB1-T.jpg,N/A
A-TB2,Bucket Rockland Tip for 724  10 yards,*,2/10/2220,*,div 5,Photos/Library/A-TB2-P.jpg,Photos/Library/A-TB2-T.jpg,N/A
A-TB3,Bucket Volvo Tip for 724  6 yards,*,*,*,div 5,Photos/Library/A-TB3-P.jpg,Photos/Library/A-TB3-T.jpg,N/A
A-TB4,Bucket Volvo Tip for 624  6 yards,*,*,*,div 5,Photos/Library/A-TB4-P.jpg,Photos/Library/A-TB4-T.jpg,N/A
OE70,Tipper,9/6/2011,1/15/4481,*,div 5,Photos/Library/OE70-P.jpg,Photos/Library/OE70-T.jpg,N/A
C161,Homemade Hydraulic Stacker,5/30/2011,HHSC-5036-PU-1,n/a,div 5,Photos/Library/C161-P.jpg,Photos/Library/C161-T.jpg,N/A
C162,McCloskey 36 x 80 Stacker,*,7/5/2093,*,div 5,Photos/Library/C162-P.jpg,Photos/Library/C162-T.jpg,N/A
C165,McCloskey 32 x 50 Stacker,*,3/28/2094,n/a,div 5,Photos/Library/C165-P.jpg,Photos/Library/C165-T.jpg,N/A
C170,Homemade 100 ft Electric Stacker,7/9/1905,*,*,div 5,Photos/Library/C170-P.jpg,Photos/Library/C170-T.jpg,N/A
C171,McCloskey 36 x 80 Stacker ST80,7/9/1905,3/5/2137,*,div 5,Photos/Library/C171-P.jpg,Photos/Library/C171-T.jpg,N/A
C172,McCloskey 36 x 80 Stacker ST80,7/7/1905,6/11/2132,*,div 5,Photos/Library/C172-P.jpg,Photos/Library/C172-T.jpg,N/A
C173,McCloskey 36 x 80 Stacker ST80,7/10/1905,9/9/2143,*,div 5,Photos/Library/C173-P.jpg,Photos/Library/C173-T.jpg,N/A
TRL190,"Trailer Trinity, 2000 (gray) frmrly WLS,Inc",*,1F9SE4225YB114207,650-299 TR,div 5,Photos/Library/TRL190-P.jpg,Photos/Library/TRL190-T.jpg,N/A
TRL212,Trailer TrailKingMdl ASHS2-4596-63 (SAM),6/21/2006,1TKHA46228B024969,227037 TL,div 5,Photos/Library/TRL212-P.jpg,Photos/Library/TRL212-T.jpg,N/A
TRL213,Trailer TrailKingMdl ASHS2-4596-63 (MEL),2/20/2008,1TKHA46248B034970,227036 TL,div 5,Photos/Library/TRL213-P.jpg,Photos/Library/TRL213-T.jpg,N/A
TRL214,Trailer CTSI (2005) (DUMP TRAILER),2/29/2008,1C92528285S770321,241538 TL,div 5,Photos/Library/TRL214-P.jpg,Photos/Library/TRL214-T.jpg,N/A
TRL216,Trailer Peerless (1989),2/24/2019,1PLE04526KPC20490,CT781913,div 5,Photos/Library/TRL216-P.jpg,Photos/Library/TRL216-T.jpg,N/A
TRL218,Trailer TrailKing (2009 GENE),12/26/2012,1TKHA4620B107415,433861TL,div 6,Photos/Library/TRL218-P.jpg,Photos/Library/TRL218-T.jpg,N/A
TRL220,Trailer TrailKing (2006 CARL),4/17/2013,1TKHA46286B092724,457499TL,div 6,Photos/Library/TRL220-P.jpg,Photos/Library/TRL220-T.jpg,N/A
TRL221,Trailer TrailKing (2006 TRICKY),5/8/2014,1TKHA462O6B056431,457500TL,div 5,Photos/Library/TRL221-P.jpg,Photos/Library/TRL221-T.jpg,N/A
TRL225,Trailer GreatDane (1993) TVAN,*,GRAA9626PS35001,524843TL,div 5,Photos/Library/TRL225-P.jpg,Photos/Library/TRL225-T.jpg,N/A
TRL232,Trailer Peerless (1994),12/21/2015,1PLE04520RPD15542,679163TL,div 5,Photos/Library/TRL232-P.jpg,Photos/Library/TRL232-T.jpg,N/A
TRL234,Trailer Peerless (1997),12/21/2015,1PLE0452VPK21109,679165TL,div 5,Photos/Library/TRL234-P.jpg,Photos/Library/TRL234-T.jpg,N/A
T57,Truck Pickup Ford F-150 (2015 Kevin),10/29/2015,1FTEW1EF4FFA51708,VJN9283,div 5,Photos/Library/T57-P.jpg,Photos/Library/T57-T.jpg,N/A
T206,Fuel Truck Ford (1979) @ Pow,*,F70BVEJ7887,unlicensed,div 5,Photos/Library/T206-P.jpg,Photos/Library/T206-T.jpg,N/A
T214,Dump Truck Mack (1979),   ???,RD68557924,unlicensed,div 5,Photos/Library/T214-P.jpg,Photos/Library/T214-T.jpg,N/A
T222,Fuel Truck Mack (1979 SQ yard use),2/3/2005,R48TP2446,unlicensed,div 5,Photos/Library/T222-P.jpg,Photos/Library/T222-T.jpg,N/A
T224,International 9200 White(2006 Gene),6/23/2005,2HSCESBR56C237713,19641 YA,div 6,Photos/Library/T224-P.jpg,Photos/Library/T224-T.jpg,N/A
T230,Truck GMC 2800-gal fuel delivery (1997),5/14/2008,1GDM7H1P1VJ516226,99-686 TA,div 5,Photos/Library/T230-P.jpg,Photos/Library/T230-T.jpg,N/A
T237,"RoadTractor Mack (2009), White (SURRENDERED TAGS)",1/23/2013,1M1AN07Y89N003620,29883YA,div 5,Photos/Library/T237-P.jpg,Photos/Library/T237-T.jpg,N/A
T239,Truck SUV Ford Edge LM (2014 Bill Stinson),12/13/2013,2FMDK4KC1EBA09270,WTP8990,div 5,Photos/Library/T239-P.jpg,Photos/Library/T239-T.jpg,N/A
T256,RoadTractor International 9900 22.5 (2017),3/1/2016,3HSDMAPR7HN652138,(LEASE),div 5,Photos/Library/T256-P.jpg,Photos/Library/T256-T.jpg,N/A
A-TB5,"Loader Tipper Bucket, Waltrie HTB-4 ",*,no tag,*,*,Photos/Library/A-TB5-P.jpg,Photos/Library/A-TB5-T.jpg,
A-TB2,"Loader Tipper Bucket, Rockland RL",*,116919,*,*,Photos/Library/A-TB2-P.jpg,Photos/Library/A-TB2-T.jpg,
A-TB6,"Loader Tipper Bucket, Rockland SS0190BZ0",*,R14878,*,*,Photos/Library/A-TB6-P.jpg,Photos/Library/A-TB6-T.jpg,
A-TB8,"Loader Tipper Bucket, unclear what brand",*,91756 and 1333108?,*,*,Photos/Library/A-TB8-P.jpg,Photos/Library/A-TB8-T.jpg,
A-TB9,"Loader Tipper Bucket, Rockland RL 724K",*,10279401,*,*,Photos/Library/A-TB9-P.jpg,Photos/Library/A-TB9-T.jpg,
A-TB10,"Loader Tipper Bucket, Volvo 80963",*,7024-103,*,*,Photos/Library/A-TB10-P.jpg,Photos/Library/A-TB10-T.jpg,
A-RR4,"Loader Root Rake, Pemberton Inc. JD 544E",*,LR140830596 (check tag),*,*,Photos/Library/A-RR4-P.jpg,Photos/Library/A-RR4-T.jpg,
A-RR3,"Loader Root Rake, Pemberton Inc. JD 544K 112 LDR Rake",*,62708,*,,Photos/Library/A-RR3-P.jpg,Photos/Library/A-RR3-T.jpg,
A-RR2,"Loader Root Rake, Pembertin Inc. - tag barely legible ",,77230406,,,Photos/Library/A-RR2-P.jpg,Photos/Library/A-RR2-T.jpg,
A-RR5,Loader Root Rake,,139918,,,Photos/Library/A-RR5-P.jpg,Photos/Library/A-RR5-T.jpg,
A-RR6,"Loader Root Rake, Pemberton Inc. JD 544 G",,LRP 1414113796?,,,Photos/Library/A-RR6-P.jpg,Photos/Library/A-RR6-T.jpg,
A-RR7,Loader Root Rake,,no tag,,,Photos/Library/A-RR7-P.jpg,Photos/Library/A-RR7-T.jpg,
A-RR8,Loader Root Rake,,no tag,,,Photos/Library/A-RR8-P.jpg,Photos/Library/A-RR8-T.jpg,
A-RR9,Dozer Root Rake,,no tag,,,Photos/Library/A-RR9-P.jpg,Photos/Library/A-RR9-T.jpg,
A-RR10,Loader Root Rake,,no tag,,,Photos/Library/A-RR10-P.jpg,Photos/Library/A-RR10-T.jpg,
A-LB2,"Loader Bucket, John Deere",,J000020845-2,,,Photos/Library/A-LB2-P.jpg,Photos/Library/A-LB2-T.jpg,
A-LB3,"Loader Bucket, Rockland GPX for 724K",,113830,,,Photos/Library/A-LB3-P.jpg,Photos/Library/A-LB3-T.jpg,
A-LB4,"Loader Bucket, Craig mfg. ltd.",,barely legible tag,,,Photos/Library/A-LB4-P.jpg,Photos/Library/A-LB4-T.jpg,
A-LB30,"Loader Bucket, John Deere",,224785-01,,,Photos/Library/A-LB30-P.jpg,Photos/Library/A-LB30-T.jpg,
A-LB5,"Loader Bucket, John Deere ",,1055,,,Photos/Library/A-LB5-P.jpg,Photos/Library/A-LB5-T.jpg,
A-LB1,"Loader Bucket, John Deere for 544K",,84757-02,,,Photos/Library/A-LB1-P.jpg,Photos/Library/A-LB1-T.jpg,
A-LB6,"Loader Bucket, H&H JD624K 119.7 QC MLCH",,109643,,,Photos/Library/A-LB6-P.jpg,Photos/Library/A-LB6-T.jpg,
A-LB8,"Loader Bucket, JRB TC44H",,0303-100955-1,,,Photos/Library/A-LB8-P.jpg,Photos/Library/A-LB8-T.jpg,
A-LB9,"Loader Bucket, JD 344H W/JRB",,1110-01,,,Photos/Library/A-LB9-P.jpg,Photos/Library/A-LB9-T.jpg,
A-LB10,"Loader Bucket, JRB",,no tag,,,Photos/Library/A-LB10-P.jpg,Photos/Library/A-LB10-T.jpg,
A-LB11,"Loader Bucket, John Deere 444k",,62192-01,,,Photos/Library/A-LB11-P.jpg,Photos/Library/A-LB11-T.jpg,
A-LB12,"Loader Bucket, JRB John Deere ",,J000017072-3,,,Photos/Library/A-LB12-P.jpg,Photos/Library/A-LB12-T.jpg,
A-LB13,"Loader Bucket, John Deere 544K",,229117-01,,,Photos/Library/A-LB13-P.jpg,Photos/Library/A-LB13-T.jpg,
A-LB14,"Loader Bucket, BCKT WL 444K",,0917-10270-1/1,,,Photos/Library/A-LB14-P.jpg,Photos/Library/A-LB14-T.jpg,
A-LB15,"Loader Bucket, John Deere 544K",,71349-01,,,Photos/Library/A-LB15-P.jpg,Photos/Library/A-LB15-T.jpg,
A-LB36,"Loader Bucket, John Deere ",,J000063490-1,,,Photos/Library/A-LB36-P.jpg,Photos/Library/A-LB36-T.jpg,
A-LB16,"Loader Bucket, JRB",,Tag barely legible,,,Photos/Library/A-LB16-P.jpg,Photos/Library/A-LB16-T.jpg,
A-LB17,"Loader Bucket, JRB",,61736,,,Photos/Library/A-LB17-P.jpg,Photos/Library/A-LB17-T.jpg,
A-LB28,Loader bucket,,M00099,,,Photos/Library/A-LB28-P.jpg,Photos/Library/A-LB28-T.jpg,
A-LB29,Loader Bucket,,no tag,,,Photos/Library/A-LB29-P.jpg,Photos/Library/A-LB29-T.jpg,
A-LB26,Loader Bucket,,01-008-85,,,Photos/Library/A-LB26-P.jpg,Photos/Library/A-LB26-T.jpg,
A-LB17,"Loader Bucket, JRB 644G",,1201-82765,,,Photos/Library/A-LB17-P.jpg,Photos/Library/A-LB17-T.jpg,
A-LB18,"Loader Bucket, John Deere 724K",,84841-02,,,Photos/Library/A-LB18-P.jpg,Photos/Library/A-LB18-T.jpg,
A-LB19,"Loader Bucket, H&H JD544J/0016 112 LM",,61916,,,Photos/Library/A-LB19-P.jpg,Photos/Library/A-LB19-T.jpg,
A-LB20,Loader Bucket,,no tag,,,Photos/Library/A-LB20-P.jpg,Photos/Library/A-LB20-T.jpg,
A-LB21,"Loader Bucket, John Deere JD 544K W/ QC",,156747-01,,,Photos/Library/A-LB21-P.jpg,Photos/Library/A-LB21-T.jpg,
A-LB22,"Loader Bucket, JRB 344J",,DEW2520,,,Photos/Library/A-LB22-P.jpg,Photos/Library/A-LB22-T.jpg,
A-LB23,"Loader Bucket, John Deere ",,62861,,,Photos/Library/A-LB23-P.jpg,Photos/Library/A-LB23-T.jpg,
A-LB24,"Loader Bucket, John Deere 544K W/OC",,194864-01,,,Photos/Library/A-LB24-P.jpg,Photos/Library/A-LB24-T.jpg,
A-LB31,"Loader Bucket, JRB TC54H",,0803-110828-2,,,Photos/Library/A-LB31-P.jpg,Photos/Library/A-LB31-T.jpg,
A-LB25,"Loader Bucket, WC 624K",,8014801,,,Photos/Library/A-LB25-P.jpg,Photos/Library/A-LB25-T.jpg,
A-LB32,"Loader Bucket, D344H W/ JRB",,10155-1,,,Photos/Library/A-LB32-P.jpg,Photos/Library/A-LB32-T.jpg,
A-LB33,"Loader Bucket, John Deere",,PTL0016,,,Photos/Library/A-LB33-P.jpg,Photos/Library/A-LB33-T.jpg,
A-LB34,"Loader Bucket, JD 544K W/OC",,231267-01,,,Photos/Library/A-LB34-P.jpg,Photos/Library/A-LB34-T.jpg,
A-LB35,"Loader Bucket, JRB",,61736,,,Photos/Library/A-LB35-P.jpg,Photos/Library/A-LB35-T.jpg,
A-LB37,"Loader Bucket, ",,1925277,,,Photos/Library/A-LB37-P.jpg,Photos/Library/A-LB37-T.jpg,
A-LB38,"Loader Bucket, Paladin John Deere 624K",,j000096624-1,,,Photos/Library/A-LB38-P.jpg,Photos/Library/A-LB38-T.jpg,
A-LB39,"Loader Bucket, John Deere 624K",,129405-6,,,Photos/Library/A-LB39-P.jpg,Photos/Library/A-LB39-T.jpg,
A-LB40,"Loader Bucket, ",,no tag,,,Photos/Library/A-LB40-P.jpg,Photos/Library/A-LB40-T.jpg,
A-LB41,"Loader Bucket, John Deere 544K",,84757-01,,,Photos/Library/A-LB41-P.jpg,Photos/Library/A-LB41-T.jpg,
A-LB42,"Loader Bucket, CAT ",,tag somewhat legible,,,Photos/Library/A-LB42-P.jpg,Photos/Library/A-LB42-T.jpg,
A-LB43(1),Loader Bucket,,no tag,,,Photos/Library/A-LB43(1)-P.jpg,Photos/Library/A-LB43(1)-T.jpg,
A-LB43(2),Loader Bucket CAT,,see photo,,,Photos/Library/A-LB43(2)-P.jpg,Photos/Library/A-LB43(2)-T.jpg,
A-LB44,Loader Bucket TC 624K,,8349601,,,Photos/Library/A-LB44-P.jpg,Photos/Library/A-LB44-T.jpg,
A-LB45,"Loader Bucket, JD544J/0016",,61915,,,Photos/Library/A-LB45-P.jpg,Photos/Library/A-LB45-T.jpg,
A-FL1,Loader Forklift,,1215=8061-1/5,,,Photos/Library/A-FL1-P.jpg,Photos/Library/A-FL1-T.jpg,
A-FL11,Loader Forklift,,see tag,,,Photos/Library/A-FL11-P.jpg,Photos/Library/A-FL11-T.jpg,
A-FL2,"Loader Forklift, JRB 624K TC",,1013-AKR28921,,,Photos/Library/A-FL2-P.jpg,Photos/Library/A-FL2-T.jpg,
A-FL3,"Loader Forlift, 444L",,0119-12473-1/1,,,Photos/Library/A-FL3-P.jpg,Photos/Library/A-FL3-T.jpg,
A-FL10,"Loader Forklift, 444J/544J",,DFW3153,,,Photos/Library/A-FL10-P.jpg,Photos/Library/A-FL10-T.jpg,
A-FL4,"Loader Forklift, JRB 624K TC",,no tag,,,Photos/Library/A-FL4-P.jpg,Photos/Library/A-FL4-T.jpg,
A-FL5,"Loader ForkLIft, TRM QC 416",,0217-9400-2/1,,,Photos/Library/A-FL5-P.jpg,Photos/Library/A-FL5-T.jpg,
A-FL6,"Loader Forklift, ",,1215-8061-1/3,,,Photos/Library/A-FL6-P.jpg,Photos/Library/A-FL6-T.jpg,
A-FL7,"Loader Forklift, 544J-624K",,0304-12268,,,,,
A-FL8,Loader Forklift,,S1256,,,,,
A-FL9,Loader Forklift,,99713,,,,,
A-FL12,"Loader Forlklift, ",,0217-9400-1/2,,,,,
A-GR7,"Excavator Grapple, H&H 10230/40/70 2/3",,47641,,,,,
A-GR8,Excavator Grapple,,no tag,,,,,
A-GR1,"Excavator Grapple, Geith",,no tag,,,,,
A-GR9,"Excavator Grapple, H&H JD290G 2/3",,77422,,,,,
A-SS2,"Excavator Stump Shear, CBI",,no tag,,,,,
A-SS3,Excavator Stump Shear,,no tag,,,,,
A-SS4,Excavator Stump Shear,,no tag,,,,,
A-SS5,Excavator Stump Shear,,no tag,,,,,
A-SS6,"Excavotor Stump Shear, H&H",,no tag,,,,,
A-EB3,"Excavator Bucket, Esco BTH-D-PM-PL",,108043,,,,,
A-EB10,"Excavator Bucket, Hensley",,K4175-25,,,,,
A-EB8,"Excavator Bucket, Cap Enterprises",,839-0-34820-1,,,,,
,,,,,,,,
A-EB5,"Excavator Bucket, CAT",,see tag,,,,,
A-EB1,"Excavator Bucket, H&H JD270 42 HD",,61420,,,,,
A-EB7,"Excavator Tilt Bucket, Volvo EC290",,211253,,,,,
A-EB4,"Excavator Bucket, Esco",,no tag,,,,,
A-EB9,"Excavator Bucket, Esco",,no tag,,,,,
A-EB6,"Excavator Bucket, 54 Deere 350D",,73976-01,,,,,
A-EB11,"Excavator Bucket, JD210G 42 HD",,101010,,,,,
A-EB12,"Excavator Bucket, Esco JD210/245",,RH126743,,,,,
A-EB13,"Excavator Bucket, H&H JD210G 42 HD",,81726,,,,,
A-EB14,"Excavator Bucket, PC160",,C0702,,,,,
A-MEB1,Mini Excavator Bucket,,see tag,,,,,
A-MEB2,Mini Excavator Bucket,,6735129,,,,,
A-DBL1,Dozer Blade,,see tag,,,,,
A-DBL2,Dozer Blade,,see tag,,,,,
A-DBL3,Dozer Blade,,SA 75 J WT,,,,,
